headline,source
Why Jerusalem's ancient past is once again the battleground for its future,NBC
Trump supporter charged with firing gun during Jan. 6 attack ordered detained,NBC
"The best sunscreens for dark skin tones, according to dermatologists",NBC
Israel fumes as Biden signals a harder line against a Rafah ground assault,NBC
Long Island funeral home owner arrested two years after Jan. 6 sleuths ID'd him,NBC
19 products Select staffers and their pets love,NBC
Israeli President Isaac Herzog and Biden meet amid tensions over Netanyahu's policies,NBC
Iranian president says he doesn't want war with Israel ,NBC
"Fewer people are using Elon Musk’s X as the platform struggles to attract and keep users, according to analysts",NBC
Iran to hold runoff election between reformist Pezeshkian and hard-liner Jalili,NBC
China raises Middle East diplomatic ambitions with talks between Hamas and rival Fatah,NBC
Arizona abortion-rights advocates pour $15 million into ballot measure ad blitz ,NBC
"At a time of despair in Gaza, a newborn brings hope",NBC
"Schiff's powerful closing speech: 'Is there one among you who will say, Enough!'?",NBC
FCC looks to fine conservative activists $5 million for false mail voting robocalls,NBC
Iranian president says Tehran will spend the $6 billion released in prisoner exchange ‘wherever we need it’,NBC
"Pro-Hamas group that helped organize college protests is a 'sham charity,' Treasury says",NBC
"How to buy the best cat litter box, according to veterinarians",NBC
Who's Judge Juan Merchan? Trump says he 'hates me' but lawyers say he's fair,NBC
"How to clean your shower curtain liner, according to experts",NBC
"As Israel debates West Bank annexation, here's what two former peace envoys think",NBC
Trump reports little income from Truth Social in first financial disclosure since leaving office,NBC
A glimpse of Hamas’ elusive leader is spurring Israel’s military to catch him 'dead or alive',NBC
Israel's Benjamin Netanyahu makes comeback as PM Lapid concedes defeat,NBC
Proud Boys blame Trump as defendants prepare to find out fate in sedition trial,NBC
Fox News and Dominion reach $787.5 million settlement in defamation lawsuit,NBC
Ron DeSantis fires roughly a dozen staffers in a campaign shake-up,NBC
"McConnell calls out 'diminished' Trump, vows not to bow to his candidates in 2024",NBC
Jack Smith urges Trump classified docs judge to set aside Clarence Thomas opinion on special counsels,NBC
"Power goes out on entire island of Cuba, leaving 10 million people without electricity",NBC
Trump gets hit from all sides for testing a softer abortion message 'in order to win',NBC
Jan. 6 rioter who charged police while carrying a gun sentenced to 7 years,NBC
Sinwar's killing is a win for Israel — but many Palestinians are proud of his defiant last stand,NBC
"Capitol Police Officer Brian Sicknick died of natural causes after riot, medical examiner says",NBC
"CEOs of TikTok, Meta, Snap and X to testify at Senate online child safety hearing. Here's what to know.",NBC
Oath Keepers founder sentenced to 18 years in Jan. 6 seditious conspiracy case,NBC
Election 2024: Trump campaigns in Pennsylvania ahead of Biden's U.N. speech,NBC
"How to heal dry, chapped lips, according to dermatologists",NBC
Victims of Hamas attack in Israel and their families blame Iran in new federal lawsuit,NBC
'White dudes' rally to elect Kamala Harris as the first female president,NBC
Ex-NYPD officer who assaulted D.C. officer on Jan. 6 gets record 10-year sentence,NBC
How Ukraine's Volodymyr Zelenskyy became a global phenomenon,NBC
The $360 Midea U window air conditioner is expensive but worth every cent,NBC
"'She was a big kid': Son of Hyun Jung Grant, killed in Atlanta shootings, recalls last moment they spent together",NBC
Qatar re-evaluating its role as mediator in Gaza cease-fire talks,NBC
"Biden says the election will be 'free and fair,' but 'I don't know whether it will be peaceful'",NBC
New York City has the worst air quality in the world as smoke from Canadian wildfires rolls in ,NBC
Democrats were once afraid of the A-word. Now they're running on it.,NBC
Michelle Obama's office says the former first lady 'will not be running for president' in 2024,NBC
"Draft opinion indicates Supreme Court will overturn Roe v. Wade, Politico reports in extraordinary leak",NBC
Capitol Police Officer Eugene Goodman offers new Jan. 6 details at trial of QAnon believer,NBC
"Wigs, robotic guns and exploding pagers: Israel has a long history of hunting down its enemies",NBC
Charges in Beverly Hills attack on Jewish couple could amount to life in prison,NBC
'Psych' star Dulé Hill on Hollywood diversity and the legacy of 'The West Wing',NBC
Putin praises Kim Jong Un's support for Ukraine war as he heads to North Korea,NBC
"House votes to condemn Biden, Harris and others over 2021 Afghanistan withdrawal",NBC
Wave of protests in Iran reflects seething anger over how its regime treats women,NBC
"U.S. sending powerful defense system to Israel, deepening its involvement in the conflict",NBC
NOAA issues highest-ever early forecast for the coming hurricane season,NBC
Why my iPhone-and-wallet combo case is a smart buy,NBC
Trump once called Jan. 6 a 'heinous attack.' Now he calls it a 'day of love.',NBC
Abortion groups aim to challenge Florida’s bans on the ballot in 2024,NBC
Do Stanley cups contain lead or pose a risk of lead poisoning? Experts weigh in,NBC
Andy Beshear draws rebuke from Vance over abortion comments,NBC
Republicans' anti-Trump effort flounders as the former president cruises ahead,NBC
Sinwar’s death offers an opening to end the war in Gaza – and a test for Netanyahu,NBC
Trump calls judge overseeing his Jan. 6 case 'the most evil person',NBC
"Iran targeting U.S. state voter rolls and spreading election propaganda, officials say ",NBC
The fight for the future of Israel's political system isn't over. Here’s what to know.,NBC
Hamas says it has taken ‘dozens’ of Israelis hostage ,NBC
Israeli military recovers the bodies of 3 more hostages killed on Oct. 7 from Gaza,NBC
It’s official: These are the 39 best Advent calendars of 2025’s holiday season ,NBC
Chinese adoptees say they feel conflicted after China announces end to international adoptions,NBC
Trump rally shooter identified as 20-year-old Pennsylvania man,NBC
"A new book has amplified fierce debate around teens, mental health and smartphones",NBC
Judge rules against RFK Jr.'s bid to appear on New York ballot this fall,NBC
Brazil's Christ the Redeemer welcomes Taylor Swift with a special projection,NBC
The 19 gifts book lovers will absolutely love,NBC
The Moccamaster is a drip coffee lover’s aesthetic dream,NBC
Netanyahu era ends in Israel as new government survives key parliament vote,NBC
"Iran vows retaliation on Israel after commanders' deaths, raising fears of war spiraling",NBC
"Beijing sizzles at 106 degrees, hottest June day recorded in China's capital",NBC
2024 GOP candidates forced to grapple with a 6-week abortion ban to win Iowa,NBC
Biden gives historic interview to LGBTQ newspaper,NBC
Florida Supreme Court hears arguments over an abortion rights ballot measure,NBC
Deal for release of hostages held by Hamas may be taking shape,NBC
Select Pet Awards 2023: The best food and accessories for dogs and cats,NBC
11 best skin care products for sensitive skin,NBC
"Armed North Carolina man arrested on suspicion of making threats against FEMA workers, authorities say",NBC
Nobel peace laureate known as 'banker to the poor' faces jail in Bangladesh,NBC
New Orleans braces for drinking water emergency from drought-stricken Mississippi River,NBC
Garmin Forerunner 165 review: A running watch with great battery life and detailed data,NBC
"A group of Palestinian men waving a white flag is shot at, killing 1",NBC
"A timeline of Trump's many, many positions on abortion",NBC
What JD Vance has said about the war in Ukraine,NBC
"1 year after Atlanta-area spa shootings, Asian American community is still healing",NBC
Biden in Germany speaks of hope of a cease-fire in Gaza after Sinwar death,NBC
New Jan. 6 footage appears to show rioter firing a gun in the air during Capitol attack,NBC
Israeli Prime Minister Netanyahu hospitalized ,NBC
Trump launches group to build Black support at Detroit church event,NBC
How votes get counted and reported on election night — and how NBC News gathers and checks the data,NBC
"U.S., U.K. among 9 countries pausing funding to UNRWA amid allegations 12 employees were part of Oct. 7 attack",NBC
The best Turkish beach towels to keep you dry all summer long,NBC
Democrat Josh Shapiro defeats Republican Doug Mastriano in Pennsylvania governor's race ,NBC
Biden signs executive action drastically tightening border,NBC
Federal judge appoints special master to review documents seized at Mar-a-Lago,NBC
Harris says it is part of the American tradition for VPs not to criticize the president,NBC
The best Valentine’s Day flowers and plants on sale right now,NBC
Here’s why any Israeli attempt to rescue the 150 hostages in Gaza will be ‘brutal’ and painful,NBC
"Our favorite alpha hydroxy acid (AHA) products – plus, how to properly use them ",NBC
23+ gifts that show teachers how much you appreciate them  ,NBC
Texas husband held on $1M bond in wife's strangulation death that was first reported as suicide ,NBC
Election 2024: Harris and Trump campaign in Pennsylvania; Walz stumps in Wisconsin,NBC
Transgender models featured in Victoria’s Secret Fashion Show,NBC
How much water do you really need to drink?,NBC
Kremlin denies it was behind the plane crash believed to have killed Yevgeny Prigozhin,NBC
DOJ charges two brothers in Jan. 6 assault on a New York Times photographer,NBC
6 key takeaways from the first Harris-Trump presidential debate,NBC
"How to clean a reusable water bottle, according to experts",NBC
Trump describes in detail being shot by a would-be assassin,NBC
Walmart is hosting its first Holiday Deals event — and these are all the details,NBC
Opioid overdose antidote Narcan will be widely available over the counter next week,NBC
Tested and reviewed: the 9 best prepared meal delivery services of 2026,NBC
NewJeans says they’re more than solely K-pop stars as they break global barriers ,NBC
Trump turns political event into surreal listening party ,NBC
Benjamin Netanyahu says he will meet with Florida Gov. Ron DeSantis in Israel ,NBC
"The best shampoos for dry hair, according to experts",NBC
Outspoken critic of Palestinian Authority Nizar Banat dies after violent arrest,NBC
Congress to get beefed-up security for electoral vote certification on Jan. 6,NBC
Federal judge sets March trial date in Trump's election interference case,NBC
"Alleged 'Baby Reindeer' inspiration sues Netflix, claiming defamation",NBC
